name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
Karolina Pliskova,26,17,26,14,123,76,122,54,76,45,68,32,47,21,54,31,45,31,36,16,52,32,55,19,26,12,31,12,31,24,20,8,46,33,52,21,32,18,38,15,14,9,12,4,40,26,39,16,31,17,44,22,23,13,23,10,31,24,38,16,27,17,35,16,46,25,63,24,25,16,39,17,21,13,24,13
Simona Halep,11,6,11,5,94,57,95,50,57,35,45,21,37,18,50,26,35,24,24,9,40,24,45,25,19,11,26,9,24,16,15,5,35,25,29,14,27,15,42,21,8,3,9,6,33,21,20,7,25,19,35,18,15,9,24,11,31,17,24,8,15,10,31,15,55,34,47,24,34,19,23,13,21,16,24,14
Aliaksandra Sasnovich,7,4,7,4,69,32,68,28,32,16,40,19,37,22,28,15,16,11,21,8,38,24,32,16,15,8,15,6,11,4,13,6,29,15,24,10,22,13,25,13,7,2,6,2,22,15,20,13,27,19,22,8,11,6,17,10,26,18,27,11,14,7,15,6,26,16,35,13,16,11,22,8,10,6,13,6
Mihaela Buzarnescu,0,0,0,0,42,17,42,20,17,10,22,9,25,15,20,8,10,4,13,3,22,10,21,11,10,7,8,3,4,2,10,4,16,8,13,5,19,10,16,6,3,1,3,2,10,7,12,6,18,6,15,7,10,5,7,1,9,5,14,6,17,9,13,7,24,8,22,12,8,4,10,6,16,7,12,8
Jessica Pegula,14,9,14,8,59,31,59,23,31,16,36,14,28,16,23,11,16,8,22,11,31,21,26,10,12,7,11,2,8,3,11,5,29,17,27,14,17,11,19,9,5,4,2,1,22,12,18,7,23,13,24,9,10,6,10,7,23,11,22,8,16,6,12,5,33,16,22,6,16,10,16,5,17,9,6,4
Alize Cornet,0,0,0,0,10,5,10,1,5,2,9,5,5,3,1,0,2,1,4,1,6,4,6,2,2,1,0,0,1,0,3,0,5,4,5,0,3,2,2,2,1,1,0,0,5,2,5,2,3,1,0,0,2,1,2,0,4,2,2,1,3,1,2,0,7,4,5,2,4,3,3,1,3,3,2,1
Victoria Azarenka,0,0,0,0,111,70,108,53,70,38,55,24,41,20,53,22,38,26,31,15,52,30,55,25,21,16,22,12,26,15,16,9,42,29,45,23,38,21,35,22,5,2,12,4,40,22,31,15,34,18,36,21,19,11,30,15,36,20,30,13,27,15,36,16,56,41,79,34,41,24,45,27,15,8,34,15
Ajla Tomljanovic,0,0,0,0,53,24,53,26,24,14,27,8,29,10,26,10,14,5,19,5,20,13,24,14,19,10,10,4,5,4,14,7,22,11,15,8,17,10,20,12,9,5,4,1,12,5,14,8,21,10,16,7,12,3,15,10,17,12,17,6,14,6,12,4,30,17,24,13,17,5,11,5,13,7,13,8
Daria Kasatkina,0,0,0,0,28,13,28,10,13,6,18,6,15,5,10,4,6,3,12,3,12,5,12,5,10,6,4,1,3,2,9,1,8,2,10,3,13,8,8,1,4,0,1,0,3,1,8,3,14,6,10,4,5,3,2,2,8,3,9,4,11,5,4,0,16,6,12,5,6,4,7,3,10,4,5,4
Madison Keys,5,2,6,2,81,45,78,31,45,31,47,20,36,29,31,17,31,23,27,9,43,32,34,16,7,4,17,8,23,13,18,7,40,27,27,9,15,12,25,13,3,2,8,4,37,30,25,10,25,15,21,9,5,4,17,7,22,14,22,10,14,11,19,9,26,13,42,17,13,13,25,12,13,7,17,7
Luksika Kumkhum,0,0,0,0,8,7,9,6,7,3,3,1,1,1,6,0,3,1,2,1,5,2,7,2,0,0,0,0,1,0,1,0,4,2,6,2,3,2,2,0,0,0,0,0,3,1,4,2,4,1,4,1,1,0,0,0,3,2,5,0,3,1,1,0,4,2,2,2,2,1,0,0,2,1,2,1
Polona Hercog,14,7,14,7,56,39,58,18,39,24,40,16,17,15,18,5,24,17,24,7,30,17,29,9,2,1,5,4,17,14,17,7,24,18,27,13,14,10,10,6,1,1,4,2,21,10,21,6,16,11,17,7,5,2,8,3,22,11,16,8,7,5,12,3,22,15,38,17,15,10,21,10,7,1,17,6
Viktoria Kuzmova,6,3,6,2,36,20,35,14,20,11,21,7,16,11,14,3,11,9,14,6,20,15,18,10,5,2,3,1,9,5,8,2,17,8,14,2,7,3,12,4,3,2,1,0,12,10,14,7,12,7,10,5,6,2,5,3,9,5,12,4,7,3,7,4,21,8,9,3,8,2,6,0,13,8,3,1
Venus Williams,0,0,0,0,38,23,36,10,23,17,26,11,15,5,10,4,17,11,15,4,11,8,17,8,10,6,4,1,11,7,11,6,14,8,13,3,9,3,11,7,4,2,1,0,12,6,16,5,9,4,7,2,8,6,8,4,10,5,10,6,11,5,6,2,31,15,20,9,15,8,11,5,16,14,9,4
Cori Gauff,8,4,9,5,61,37,59,16,37,24,43,17,24,14,16,9,24,17,26,11,27,21,24,7,10,6,9,3,17,13,15,3,28,16,28,13,12,5,13,5,4,2,3,2,20,13,18,4,17,11,21,6,9,6,6,2,18,7,19,9,12,7,10,5,24,13,19,8,13,11,11,4,11,4,8,7
Magdalena Rybarikova,0,0,0,0,18,12,18,7,12,8,11,5,6,2,7,2,8,4,6,2,6,3,10,1,4,2,2,1,4,2,4,1,7,5,11,5,5,3,2,1,2,1,1,0,7,5,7,4,5,5,6,1,3,2,2,1,7,5,9,3,2,1,2,2,5,4,6,1,4,2,5,3,1,0,1,1
Aryna Sabalenka,9,5,9,5,53,33,52,23,33,22,29,13,20,11,23,10,22,14,16,6,22,15,26,7,9,5,10,3,14,6,10,8,23,13,25,8,12,6,14,4,4,2,3,1,21,12,25,7,16,7,18,9,8,5,6,4,16,9,16,6,14,7,11,3,28,17,26,9,17,7,17,7,11,4,9,4
Caroline Wozniacki,6,5,6,2,63,34,63,35,34,24,28,10,29,16,35,16,24,18,18,10,26,11,29,8,13,7,16,8,18,12,8,3,17,11,31,16,22,14,16,7,6,5,7,2,17,13,18,5,20,11,25,9,13,9,12,4,15,12,21,9,18,8,17,6,24,13,43,15,13,7,28,13,11,7,15,5
Sara Sorribes Tormo,0,0,0,0,32,17,31,15,17,7,16,6,15,6,15,6,7,3,10,6,16,6,15,7,9,5,6,3,3,1,4,1,10,7,14,4,15,7,10,4,3,0,3,1,9,3,11,3,10,6,10,3,8,5,6,3,12,5,10,4,9,5,6,2,22,12,27,15,12,6,12,9,10,4,15,5
Veronika Kudermetova,12,6,11,3,39,19,38,15,19,11,23,6,20,10,15,4,11,2,17,7,18,10,17,7,10,7,4,1,2,1,10,3,19,13,17,6,15,8,10,5,3,2,1,1,14,8,14,7,14,8,11,1,9,6,5,2,14,8,17,5,12,9,4,0,30,20,19,11,20,12,8,2,10,7,11,3
Ysaline Bonaventure,6,3,5,1,33,13,33,18,13,12,15,6,20,10,18,10,12,7,9,5,11,8,14,5,10,5,10,4,7,3,4,2,13,8,14,7,8,4,11,4,5,1,4,1,12,3,9,3,9,5,14,4,5,4,7,4,14,5,13,8,8,7,7,2,29,11,24,10,11,8,14,6,18,10,10,5
Rebecca Peterson,4,1,4,0,39,26,37,18,26,12,19,9,13,9,18,5,12,4,10,6,23,11,22,8,4,1,5,2,4,2,4,2,19,8,20,9,13,4,11,4,3,2,2,0,10,9,13,3,15,13,16,7,11,10,6,1,14,8,12,4,12,7,12,4,23,11,26,12,11,7,14,5,12,6,12,3
Yanina Wickmayer,0,0,0,0,26,15,26,9,15,10,17,7,11,7,9,1,10,7,10,4,12,3,15,6,4,2,1,0,7,3,6,4,6,5,13,7,11,7,7,5,2,2,0,0,9,5,10,3,8,4,9,3,6,2,5,1,8,4,9,3,6,3,7,2,16,9,16,6,9,4,10,4,7,4,6,2
Shuai Zhang,11,6,12,5,92,59,93,44,59,32,49,17,33,14,44,21,32,20,32,11,41,28,40,16,19,12,21,13,20,11,21,10,40,24,35,15,25,13,24,9,7,7,13,4,33,19,30,14,29,14,30,15,19,12,18,6,28,14,29,12,27,16,27,10,48,32,61,29,32,20,32,19,16,6,29,16
Caroline Garcia,13,8,14,7,46,28,44,11,28,15,33,15,18,7,11,5,15,10,18,8,20,13,21,8,11,6,5,0,10,7,10,6,18,11,21,10,13,6,13,2,5,2,0,0,14,6,17,7,13,8,21,11,9,2,2,1,16,10,17,9,7,5,12,4,20,13,34,15,13,7,19,9,7,3,15,7
Sofia Kenin,17,13,16,8,90,59,93,44,59,41,49,13,31,22,44,18,41,25,36,16,40,32,39,20,9,6,18,4,25,13,20,9,48,24,35,14,14,11,34,11,3,2,4,3,36,23,30,11,35,24,37,16,5,4,12,6,37,29,32,17,15,9,22,5,29,16,60,23,16,11,37,13,13,7,23,10
Astra Sharma,9,6,11,3,34,23,36,10,23,12,26,12,11,5,10,4,12,8,14,8,16,10,18,5,6,4,4,1,8,4,6,4,14,7,21,12,10,6,8,0,2,1,1,0,11,6,13,3,13,9,20,6,5,2,1,0,14,8,17,1,6,4,7,2,21,15,9,0,15,8,9,3,6,4,0,0
Dayana Yastremska,11,8,9,3,101,58,100,42,58,29,58,32,43,26,42,14,29,15,26,16,55,28,60,20,17,8,14,3,15,6,10,6,42,19,56,21,35,24,31,17,9,5,3,0,28,20,41,16,47,24,35,17,16,9,20,7,32,21,34,18,32,16,30,17,55,35,53,26,35,21,27,8,20,14,26,12
Camila Giorgi,0,0,0,0,36,21,37,20,21,7,17,5,15,8,20,6,7,4,12,6,22,11,19,7,7,4,6,1,4,1,6,5,14,9,18,5,15,8,12,6,3,0,1,1,12,6,18,5,13,5,11,7,7,4,6,2,11,5,9,4,12,6,11,5,17,5,21,7,5,3,14,6,12,3,7,2
Iga Swiatek,11,5,11,3,63,32,62,25,32,17,37,16,31,19,25,17,17,9,21,12,34,21,24,9,12,8,17,7,9,5,9,4,29,13,27,16,21,9,19,8,4,2,7,5,17,6,15,6,25,15,27,13,14,5,10,4,26,21,20,9,15,10,19,12,39,17,48,21,17,7,27,17,22,14,21,6
Viktorija Golubic,14,9,15,7,52,25,53,25,25,14,28,10,27,13,25,5,14,6,18,8,24,14,30,12,14,5,5,1,6,4,10,6,22,12,26,9,15,7,16,6,9,9,1,1,14,9,23,11,17,12,19,8,17,12,6,4,17,6,22,12,17,9,10,6,41,21,31,15,21,11,16,8,20,11,15,8
Yulia Putintseva,15,9,16,8,99,56,101,49,56,30,52,28,43,22,49,22,30,14,24,12,48,24,55,24,21,12,22,11,14,7,12,4,40,25,43,21,36,27,35,20,9,6,11,5,32,20,26,11,42,26,36,18,15,5,26,10,38,22,29,7,21,11,34,24,55,28,22,8,28,15,14,3,27,15,8,6
Naomi Osaka,21,12,21,8,136,81,134,61,81,49,73,25,55,39,61,26,49,36,48,23,71,43,60,24,16,11,26,10,36,23,25,15,56,36,59,25,39,26,40,22,5,4,10,4,49,28,49,25,46,34,43,12,17,14,28,12,55,41,56,20,26,14,28,13,46,29,72,31,29,23,41,20,17,12,31,14
Jannik Sinner,18,10,20,7,43,30,44,17,30,22,27,6,13,7,17,5,22,13,21,4,15,10,18,7,6,5,5,0,13,7,17,1,19,9,15,3,10,6,12,4,1,1,0,0,15,10,13,10,16,6,11,3,5,4,4,2,11,6,18,8,14,10,5,0,31,19,30,12,19,10,18,8,12,7,12,3
Zachary Svajda,11,6,12,5,26,16,25,5,16,6,20,8,10,6,5,2,6,3,12,3,16,8,11,5,4,3,2,0,3,2,9,4,11,6,9,4,11,6,7,3,1,0,0,0,7,4,9,3,11,5,8,6,5,5,3,2,8,4,5,1,11,4,7,4,13,10,10,6,10,7,4,1,3,2,6,1
Jenson Brooksby,5,3,5,0,38,29,38,23,29,17,15,9,9,5,23,8,17,6,6,3,17,7,24,7,4,2,8,4,6,6,3,0,18,11,20,8,12,9,11,4,2,2,4,2,11,8,12,4,16,6,15,1,5,1,6,2,9,8,18,8,11,8,5,3,17,8,16,9,8,4,7,3,9,4,9,6
Sumit Nagal,0,0,0,0,46,31,47,14,31,20,33,11,15,9,14,8,20,11,22,8,20,13,17,5,6,3,8,4,11,8,14,5,22,19,20,9,10,5,9,2,3,1,4,0,22,13,16,4,8,3,16,7,6,2,6,2,12,8,13,7,7,5,11,5,23,9,36,17,9,2,19,10,14,7,17,4
Elliot Benchetrit,0,0,0,0,17,12,16,6,12,6,10,6,5,4,6,0,6,4,4,0,10,3,12,3,1,1,0,0,4,3,4,1,5,3,9,3,8,4,3,2,0,0,0,0,4,3,7,2,6,3,4,1,4,1,2,0,4,3,5,2,4,3,3,1,8,1,8,1,1,1,7,3,7,4,1,0
Borna Coric,27,17,29,7,90,58,89,38,58,40,51,20,32,21,38,15,40,29,31,7,39,28,43,16,11,9,15,9,29,23,24,8,39,31,34,10,20,12,22,6,2,0,9,3,37,27,32,10,20,12,26,12,8,6,12,4,22,14,24,11,14,11,20,9,34,24,39,13,24,16,26,14,10,7,13,10
Evgeny Donskoy,8,6,8,1,28,16,29,8,16,11,21,7,12,9,8,3,11,8,14,4,14,6,12,3,3,1,3,0,8,4,10,1,9,3,13,3,9,6,6,0,2,1,0,0,7,5,11,0,12,6,9,3,4,2,0,0,8,5,6,1,8,3,3,3,11,7,1,0,7,3,1,0,4,1,0,0
Jack Sock,17,12,16,5,57,38,58,14,38,27,44,12,19,9,14,6,27,17,32,11,20,17,20,6,10,4,6,2,17,10,21,9,27,17,25,12,7,4,10,2,6,4,2,1,24,18,22,5,14,8,20,6,7,2,3,1,14,9,19,7,8,4,8,3,13,11,16,4,11,8,12,3,2,1,4,3
Christopher Eubanks,11,5,12,7,26,19,26,10,19,15,16,3,7,4,10,6,15,7,13,4,8,5,7,2,3,3,6,0,7,4,9,3,13,11,9,5,6,1,8,4,0,0,0,0,14,10,7,1,3,3,9,4,5,2,4,3,7,5,6,4,2,2,5,1,7,3,10,1,3,2,9,1,4,2,1,0
Alex de Minaur,14,7,14,7,141,95,143,60,95,54,83,34,46,30,60,23,54,36,49,26,71,52,71,34,16,10,23,10,36,22,23,9,70,36,63,27,29,17,47,18,6,5,10,5,50,32,45,16,51,36,56,19,17,10,23,10,54,23,53,23,25,14,32,15,67,50,81,24,50,35,57,29,17,7,24,12
Marco Trungelliti,0,0,0,0,7,1,6,0,1,1,6,1,6,2,0,0,1,1,5,1,2,1,1,1,4,1,0,0,1,1,4,2,1,1,1,0,2,0,1,0,3,2,0,0,1,1,3,2,0,0,1,0,3,1,0,0,0,0,3,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
Bjorn Fratangelo,0,0,0,0,24,13,24,7,13,7,17,8,11,8,7,5,7,5,9,4,14,4,10,4,3,2,5,3,5,3,5,0,6,1,10,4,12,7,6,4,1,0,3,2,3,2,6,2,12,7,6,2,5,3,5,1,8,2,6,1,8,7,6,2,30,19,17,9,19,8,8,5,11,6,9,2
Antoine Hoang,7,4,7,2,36,25,37,14,25,12,23,8,11,9,14,6,12,10,15,1,22,16,16,5,2,2,6,2,10,4,14,4,18,11,12,7,8,5,9,3,0,0,2,1,17,16,9,3,12,10,13,3,3,2,4,2,11,4,13,7,4,3,5,2,18,8,17,9,8,4,8,2,10,4,9,4
Henri Laaksonen,21,14,21,10,41,27,42,16,27,14,26,8,14,8,16,5,14,9,18,4,21,15,19,5,6,4,5,1,9,7,14,3,20,12,18,8,10,8,9,1,2,1,1,0,14,10,13,6,16,11,16,3,3,2,2,1,15,7,19,1,7,4,4,0,30,21,13,4,21,9,9,5,9,6,4,1
Santiago Giraldo,0,0,0,0,23,9,22,10,9,6,12,4,14,10,10,2,6,3,8,2,13,7,12,7,4,2,2,1,3,3,6,2,10,6,7,1,8,4,8,1,2,1,1,0,6,2,8,3,8,3,8,3,5,2,2,2,7,5,8,7,7,3,3,1,9,5,18,9,5,4,9,4,4,3,9,4
Egor Gerasimov,11,8,11,6,66,40,66,23,40,18,43,20,26,19,23,7,18,11,23,7,41,26,36,18,7,3,7,3,11,7,16,7,33,20,25,5,18,13,22,9,4,3,3,1,24,14,27,8,26,15,18,4,8,6,11,3,25,21,22,9,17,10,12,3,27,15,29,10,15,8,19,5,12,6,10,4
Guillermo Garcia Lopez,0,0,0,0,15,8,14,3,8,6,11,1,7,4,3,1,6,4,10,1,6,5,3,1,3,2,1,0,4,3,9,1,7,3,3,0,3,3,2,0,1,1,0,0,4,3,4,0,7,4,2,0,1,1,0,0,5,4,2,1,4,3,0,0,10,2,5,1,2,1,4,3,8,5,1,0
Tobias Kamke,0,0,0,0,16,10,17,3,10,4,14,6,6,3,3,1,4,2,8,1,9,4,8,4,3,2,1,1,2,1,7,3,6,3,5,1,7,4,4,1,1,1,1,0,4,2,7,1,7,3,4,0,4,2,2,0,5,3,5,2,6,3,2,1,10,6,5,1,6,4,4,2,4,3,1,1
Hyeon Chung,11,7,11,5,61,41,63,23,41,27,40,13,20,13,23,6,27,20,27,9,27,16,30,11,7,4,6,0,20,15,18,5,23,9,28,6,15,6,17,6,3,1,0,0,14,7,27,8,20,11,17,7,10,8,6,2,18,15,18,6,17,10,11,5,21,16,18,8,16,11,10,1,5,3,8,3
Ernesto Escobedo,11,9,11,5,59,41,57,22,41,28,35,14,18,12,22,8,28,20,21,6,25,12,28,7,6,5,8,3,20,14,15,4,20,11,27,11,18,10,12,8,1,0,3,2,17,11,20,6,19,12,15,8,8,5,9,1,18,10,13,4,12,9,16,2,29,19,39,10,19,14,29,14,10,7,10,3
Thanasi Kokkinakis,15,9,14,5,20,14,21,8,14,4,13,5,6,5,8,4,4,4,8,3,15,9,9,2,1,0,4,3,4,2,5,1,9,5,10,1,6,4,3,0,1,1,3,2,7,5,10,4,8,6,4,2,3,3,1,1,8,5,6,5,5,3,2,1,7,6,7,3,6,6,4,0,1,1,3,2
Ilya Ivashka,14,9,15,6,21,13,20,6,13,8,14,10,8,4,6,1,8,5,4,0,9,7,15,6,4,1,1,1,5,4,4,2,10,9,9,4,3,3,6,2,3,1,1,0,10,6,7,2,4,2,8,2,1,0,3,0,6,1,8,3,2,1,5,2,7,4,7,1,4,4,6,0,3,1,1,0
Anna Blinkova,6,5,6,2,23,11,24,11,11,8,13,8,12,7,11,5,8,7,5,2,10,4,14,5,5,2,5,0,7,4,3,2,5,2,11,6,8,5,10,3,3,1,0,0,5,3,7,2,8,5,13,4,4,2,3,1,7,4,11,4,5,2,6,0,11,5,18,6,5,3,12,4,6,4,6,2
Coco Gauff,0,0,0,0,34,20,36,22,20,14,14,5,14,9,22,9,14,5,9,3,15,7,18,9,5,5,9,4,5,5,6,4,16,9,12,6,13,5,14,5,0,0,4,0,9,8,10,5,12,8,15,9,8,2,9,3,9,6,11,4,6,2,15,5,8,4,24,8,4,2,16,7,4,1,8,5
Timea Babos,0,0,0,0,25,8,25,5,8,3,20,5,17,9,5,2,3,3,15,7,14,10,8,3,8,6,2,0,3,2,8,1,10,5,12,5,10,5,5,1,2,2,0,0,6,3,8,2,10,6,9,4,7,7,1,0,9,3,7,3,11,6,5,1,23,17,14,7,17,7,7,4,6,1,7,4
Carla Suarez Navarro,0,0,0,0,4,4,4,2,4,4,2,2,0,0,2,1,4,2,0,0,0,0,3,1,0,0,1,0,2,1,0,0,2,0,2,1,0,0,2,1,0,0,0,0,1,0,1,0,2,0,2,1,0,0,1,0,1,0,1,1,2,2,2,0,8,3,7,1,3,0,6,4,5,2,1,1
Alize Cornet,17,12,17,9,67,37,66,32,37,21,34,13,30,15,32,18,21,12,21,6,31,21,27,9,15,10,18,11,12,9,15,6,30,16,24,10,20,15,16,4,5,4,11,3,19,12,20,8,29,16,22,5,9,8,12,5,23,12,25,11,21,9,12,7,54,34,24,9,34,15,15,7,20,15,9,8
Richel Hogenkamp,6,2,5,2,11,6,10,7,6,3,3,2,5,2,7,4,3,1,1,0,5,3,5,1,3,0,4,0,1,0,1,0,5,3,4,2,2,2,5,0,3,3,0,0,4,2,2,1,4,3,7,3,3,1,0,0,5,3,5,2,2,0,3,1,5,3,14,4,3,1,10,8,2,1,4,2
Natalia Vikhlyantseva,9,3,9,1,23,13,23,8,13,7,15,6,10,8,8,3,7,3,9,5,14,9,11,2,2,2,3,1,3,3,4,2,13,8,14,8,7,4,4,2,0,0,1,1,8,4,8,1,9,5,10,4,3,3,2,0,9,5,7,4,7,4,6,3,17,9,16,5,9,4,11,5,8,4,5,1
Francesca Di Lorenzo,12,6,13,7,32,23,32,18,23,15,14,8,9,5,18,4,15,8,6,1,13,8,22,6,4,0,4,3,8,5,5,3,15,9,17,6,5,4,7,2,4,3,3,1,12,8,14,6,10,7,11,2,4,2,4,1,11,8,15,4,5,2,5,1,7,5,15,5,5,4,10,3,2,1,5,1
Nicole Gibbs,0,0,0,0,13,8,13,8,8,3,5,2,5,2,8,6,3,1,3,2,7,4,4,1,3,1,6,3,1,0,1,1,6,3,5,0,4,2,4,4,2,0,3,1,4,3,6,1,5,3,0,0,2,2,6,4,4,3,1,0,4,1,2,0,9,4,4,1,4,0,3,1,5,3,1,0
Aliona Bolsova,5,4,5,3,41,23,43,20,23,10,23,9,18,10,20,9,10,4,14,3,23,12,20,10,8,4,9,4,4,3,11,6,18,14,13,6,15,7,15,7,4,2,4,1,15,5,13,4,11,7,14,6,10,4,10,5,17,7,12,7,8,6,11,7,36,21,16,5,21,8,11,3,15,7,5,3
Xiyu Wang,0,0,0,0,12,8,13,4,8,5,9,4,4,1,4,2,5,3,5,0,4,3,6,0,3,2,2,1,3,1,5,1,5,4,6,1,3,2,1,0,1,0,1,0,6,3,6,3,3,0,2,1,1,0,1,0,3,2,4,2,3,1,2,2,11,7,3,1,7,1,2,1,4,3,1,1
Katie Volynets,0,0,0,0,9,6,9,4,6,3,5,3,3,1,4,0,3,2,2,1,4,1,7,3,2,1,0,0,2,0,1,1,2,1,5,1,4,3,3,0,1,0,0,0,3,1,5,1,4,2,4,2,1,1,0,0,4,3,3,1,3,2,2,1,7,4,6,3,4,1,3,1,3,1,3,0
Bianca Andreescu,5,3,5,4,77,44,78,40,44,23,38,19,33,23,40,22,23,11,19,8,44,26,37,19,10,7,22,13,11,8,11,5,38,21,26,11,25,16,28,14,3,2,13,4,24,19,20,8,33,21,25,10,11,7,23,7,26,18,23,12,19,12,26,11,48,29,43,22,29,15,21,6,19,14,22,12
Garbine Muguruza,0,0,0,0,32,18,33,12,18,10,21,8,14,7,12,4,10,5,13,4,15,8,16,8,7,4,4,2,5,5,9,3,13,9,12,5,11,8,10,6,3,3,2,0,9,6,10,2,12,7,9,5,6,5,8,5,10,7,6,3,10,5,8,2,18,6,17,4,6,3,13,6,12,7,4,2
Diane Parry,0,0,0,0,10,4,9,3,4,3,6,0,6,3,3,0,3,1,6,3,4,2,3,0,3,1,0,0,1,1,3,0,4,2,6,1,3,3,0,0,2,1,0,0,2,2,5,0,5,4,1,1,1,1,0,0,4,2,0,0,2,1,1,0,4,2,3,0,2,2,3,2,2,1,0,0
Denisa Allertova,0,0,0,0,9,4,9,3,4,3,6,1,5,4,3,1,3,0,5,1,5,3,3,1,1,0,1,0,0,0,4,2,6,3,3,2,2,1,2,0,1,1,0,0,3,1,3,2,4,4,4,2,2,1,0,0,6,0,4,2,1,0,2,0,14,6,4,1,6,4,3,0,8,6,1,1
Whitney Osuigwe,0,0,0,0,21,9,19,8,9,5,11,1,12,6,8,5,5,1,10,4,10,3,4,1,6,5,5,1,1,1,6,4,7,4,7,4,12,2,5,3,1,1,1,0,4,2,7,2,5,4,6,5,11,5,4,1,6,3,3,2,6,2,8,4,6,3,9,3,3,2,6,1,3,0,3,1
CoCo Vandeweghe,6,3,5,1,11,5,10,6,5,4,4,1,6,5,6,0,4,2,3,1,6,3,7,2,1,0,0,0,2,1,2,0,5,2,6,3,3,1,2,0,1,0,0,0,3,0,3,0,4,2,5,2,2,1,0,0,5,4,3,1,3,3,2,0,5,5,5,1,5,4,4,1,0,0,1,0
Magdalena Frech,0,0,0,0,15,6,16,9,6,4,7,3,9,5,9,3,4,4,4,1,7,6,9,2,4,3,3,0,4,0,3,1,6,1,8,2,4,4,5,3,1,0,0,0,5,3,7,1,9,4,4,2,0,0,3,1,6,3,3,1,5,2,4,2,13,11,3,1,11,4,2,0,2,1,1,1
Xinyu Wang,0,0,0,0,10,4,9,0,4,1,9,4,6,3,0,0,1,1,5,3,6,2,4,2,3,1,0,0,1,0,2,1,2,1,5,2,5,3,2,2,2,1,0,0,2,1,4,3,4,3,2,2,3,1,2,0,4,0,3,1,2,2,4,4,14,8,2,1,8,2,1,0,6,2,1,0
Misaki Doi,0,0,0,0,23,9,23,12,9,9,11,5,14,7,12,3,9,4,6,1,7,4,14,4,7,4,3,1,4,3,5,3,9,7,11,1,7,0,6,3,3,2,1,0,8,3,13,5,2,2,4,0,9,5,4,1,7,5,9,4,5,2,3,1,7,3,9,3,3,2,6,1,4,2,3,1
Priscilla Hon,5,3,6,1,11,6,11,3,6,4,8,4,5,3,3,1,4,4,4,1,5,2,6,3,2,2,1,0,4,2,3,1,2,0,4,2,5,4,4,3,0,0,0,0,2,0,3,3,6,1,3,1,1,0,3,3,3,2,5,4,5,1,1,0,2,1,6,2,1,1,4,1,1,0,2,2
Mariam Bolkvadze,0,0,0,0,23,12,25,10,12,5,15,2,11,10,10,6,5,5,13,3,17,9,6,2,1,0,6,3,5,4,10,2,9,4,7,4,8,5,5,4,1,1,3,0,5,2,5,3,10,5,5,0,4,1,7,1,8,5,8,4,6,3,6,4,16,9,14,7,9,4,7,3,7,5,7,2
Catherine McNally,4,4,5,3,57,28,55,22,28,14,33,12,29,15,22,8,14,8,21,7,29,22,26,8,14,8,8,3,8,4,14,4,28,19,25,8,15,6,13,7,6,2,3,2,23,15,21,9,15,10,14,7,11,6,8,4,18,14,16,4,11,5,11,9,23,18,8,2,18,8,6,1,5,4,2,1
Elena Rybakina,0,0,0,0,27,18,27,13,18,9,14,5,9,8,13,2,9,6,9,5,17,11,16,6,1,1,2,0,6,2,4,0,14,8,15,8,7,3,8,1,0,0,0,0,12,8,7,3,9,8,15,8,4,1,1,1,12,7,10,2,2,1,8,1,10,4,20,11,4,3,9,4,6,3,11,4
Jana Cepelova,0,0,0,0,16,6,15,10,6,1,5,4,10,6,10,8,1,0,1,1,11,6,6,1,4,4,8,3,0,0,0,0,7,2,6,4,9,5,6,0,0,0,3,0,2,2,2,2,10,5,10,4,4,2,3,3,5,2,8,3,7,1,4,2,7,3,11,7,3,1,4,3,4,1,7,4
Caroline Dolehide,0,0,0,0,18,10,18,4,10,4,14,3,8,3,4,1,4,3,11,4,9,7,6,1,5,2,1,0,3,1,7,2,8,5,9,4,4,2,2,1,3,1,0,0,7,5,7,2,5,2,5,1,3,1,1,0,4,2,6,2,4,3,2,2,15,5,4,0,5,2,4,2,10,7,0,0
Shuai Peng,12,9,12,5,25,10,25,14,10,6,11,3,15,8,14,8,6,4,8,4,12,8,9,6,7,5,8,4,4,3,4,3,10,5,7,3,9,6,10,3,2,2,4,2,6,3,7,3,11,6,10,4,5,3,5,2,9,5,9,3,8,4,7,2,18,9,12,4,9,5,8,2,9,6,4,2
