name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Roger Federer,0,0,0,0,0,53,44,66,23,12,225,171,229,70,37,Feliciano Lopez,0,0,0,0,0,66,43,53,9,8,229,159,225,54,30,0,1,2
Jo-Wilfried Tsonga,145,103,137,33,18,639,414,638,190,59,129,87,166,68,5,Roger Federer,137,104,145,42,17,638,448,639,225,42,166,98,129,42,2,1,8,2
Tommy Robredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ferrer,0,0,0,0,0,59,34,62,22,1,74,52,69,39,2,Mikhail Youzhny,0,0,0,0,0,62,40,59,25,5,69,30,74,22,0,0,1,1
Stan Wawrinka,0,0,0,0,0,58,43,68,28,3,0,0,0,0,0,Marin Cilic,0,0,0,0,0,68,40,58,15,2,0,0,0,0,0,0,1,0
Julien Benneteau,0,0,0,0,0,165,101,158,52,17,0,0,0,0,0,Jerzy Janowicz,0,0,0,0,0,158,106,165,64,29,0,0,0,0,0,0,2,0
Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Fognini,0,0,0,0,0,141,86,110,37,5,0,0,0,0,0,Yen Hsun Lu,0,0,0,0,0,110,73,141,55,4,0,0,0,0,0,0,1,0
Andy Murray,0,0,0,0,0,128,94,135,46,14,0,0,0,0,0,John Isner,0,0,0,0,0,135,89,128,34,17,0,0,0,0,0,0,1,0
Roger Federer,0,0,0,0,0,102,67,104,31,3,88,61,133,60,4,Gael Monfils,0,0,0,0,0,104,73,102,35,15,133,73,88,27,4,0,1,1
